0 0 0 0
0 0 1 0
0 0 2 0
0 0 3 0
0 0 4 0
0 0 5 0
0 0 6 0
0 0 7 0
0 0 8 0
0 0 9 0
0 0 10 0
0 0 11 0
0 0 12 0
0 0 13 0
0 0 14 0
0 0 15 0
0 1 0 0
0 1 1 0
0 1 2 0
0 1 3 0
0 1 4 0
0 1 5 0
0 1 6 0
0 1 7 0
0 1 8 0
0 1 9 0
0 1 10 0
0 1 11 0
0 1 12 0
0 1 13 0
0 1 14 0
0 1 15 0
0 2 0 0
0 2 1 0
0 2 2 0
0 2 3 0
0 2 4 0
0 2 5 0
0 2 6 0
0 2 7 0
0 2 8 0
0 2 9 0
0 2 10 0
0 2 11 0
0 2 12 0
0 2 13 0
0 2 14 0
0 2 15 0
0 3 0 0
0 3 1 0
0 3 2 0
0 3 3 0
0 3 4 0
0 3 5 0
0 3 6 0
0 3 7 0
0 3 8 0
0 3 9 0
0 3 10 0
0 3 11 0
0 3 12 0
0 3 13 0
0 3 14 0
0 3 15 0
0 4 0 173.961
0 4 1 198.035
0 4 2 162.260
0 4 3 200.852
0 4 4 206.338
0 4 5 200.506
0 4 6 218.752
0 4 7 157.377
0 4 8 259.289
0 4 9 182.078
0 4 10 227.369
0 4 11 200.697
0 4 12 207.063
0 4 13 188.531
0 4 14 174.938
0 4 15 248.293
0 5 0 187.869
0 5 1 202.355
0 5 2 196.631
0 5 3 203.514
0 5 4 212.809
0 5 5 211.736
0 5 6 190.725
0 5 7 222.973
0 5 8 191.941
0 5 9 200.416
0 5 10 209.199
0 5 11 198.146
0 5 12 214.010
0 5 13 202.504
0 5 14 208.563
0 5 15 234.217
0 6 0 152.945
0 6 1 169.779
0 6 2 176.309
0 6 3 134.305
0 6 4 193.256
0 6 5 194.604
0 6 6 194.469
0 6 7 185.516
0 6 8 151.732
0 6 9 190.986
0 6 10 185.240
0 6 11 201.357
0 6 12 224.273
0 6 13 187.668
0 6 14 187.232
0 6 15 168.357
0 7 0 205.867
0 7 1 195.313
0 7 2 133.605
0 7 3 156.682
0 7 4 209.178
0 7 5 171.389
0 7 6 154.854
0 7 7 179.398
0 7 8 163.627
0 7 9 198.822
0 7 10 152.475
0 7 11 173.207
0 7 12 197.766
0 7 13 186.652
0 7 14 201.863
0 7 15 185.324
0 8 0 185.955
0 8 1 181.500
0 8 2 184.547
0 8 3 191.080
0 8 4 186.555
0 8 5 184.861
0 8 6 182.500
0 8 7 152.354
0 8 8 196.912
0 8 9 156.523
0 8 10 177.400
0 8 11 215.594
0 8 12 176.010
0 8 13 177.771
0 8 14 207.264
0 8 15 185.670
0 9 0 175.619
0 9 1 200.287
0 9 2 168.715
0 9 3 187.180
0 9 4 185.498
0 9 5 184.314
0 9 6 185.486
0 9 7 232.693
0 9 8 225.879
0 9 9 216.209
0 9 10 184.748
0 9 11 177.268
0 9 12 224.100
0 9 13 212.221
0 9 14 216.145
0 9 15 198.365
0 10 0 0
0 10 1 0
0 10 2 0
0 10 3 0
0 10 4 0
0 10 5 0
0 10 6 0
0 10 7 0
0 10 8 0
0 10 9 0
0 10 10 0
0 10 11 0
0 10 12 0
0 10 13 0
0 10 14 0
0 10 15 0
0 11 0 0
0 11 1 0
0 11 2 0
0 11 3 0
0 11 4 0
0 11 5 0
0 11 6 0
0 11 7 0
0 11 8 0
0 11 9 0
0 11 10 0
0 11 11 0
0 11 12 0
0 11 13 0
0 11 14 0
0 11 15 0
0 12 0 0
0 12 1 0
0 12 2 0
0 12 3 0
0 12 4 0
0 12 5 0
0 12 6 0
0 12 7 0
0 12 8 0
0 12 9 0
0 12 10 0
0 12 11 0
0 12 12 0
0 12 13 0
0 12 14 0
0 12 15 0
0 13 0 0
0 13 1 0
0 13 2 0
0 13 3 0
0 13 4 0
0 13 5 0
0 13 6 0
0 13 7 0
0 13 8 0
0 13 9 0
0 13 10 0
0 13 11 0
0 13 12 0
0 13 13 0
0 13 14 0
0 13 15 0
0 14 0 0
0 14 1 0
0 14 2 0
0 14 3 0
0 14 4 0
0 14 5 0
0 14 6 0
0 14 7 0
0 14 8 0
0 14 9 0
0 14 10 0
0 14 11 0
0 14 12 0
0 14 13 0
0 14 14 0
0 14 15 0
0 15 0 0
0 15 1 0
0 15 2 0
0 15 3 0
0 15 4 0
0 15 5 0
0 15 6 0
0 15 7 0
0 15 8 0
0 15 9 0
0 15 10 0
0 15 11 0
0 15 12 0
0 15 13 0
0 15 14 0
0 15 15 0
0 16 0 0
0 16 1 0
0 16 2 0
0 16 3 0
0 16 4 0
0 16 5 0
0 16 6 0
0 16 7 0
0 16 8 0
0 16 9 0
0 16 10 0
0 16 11 0
0 16 12 0
0 16 13 0
0 16 14 0
0 16 15 0
0 17 0 0
0 17 1 0
0 17 2 0
0 17 3 0
0 17 4 0
0 17 5 0
0 17 6 0
0 17 7 0
0 17 8 0
0 17 9 0
0 17 10 0
0 17 11 0
0 17 12 0
0 17 13 0
0 17 14 0
0 17 15 0
0 18 0 0
0 18 1 0
0 18 2 0
0 18 3 0
0 18 4 0
0 18 5 0
0 18 6 0
0 18 7 0
0 18 8 0
0 18 9 0
0 18 10 0
0 18 11 0
0 18 12 0
0 18 13 0
0 18 14 0
0 18 15 0
0 19 0 0
0 19 1 0
0 19 2 0
0 19 3 0
0 19 4 0
0 19 5 0
0 19 6 0
0 19 7 0
0 19 8 0
0 19 9 0
0 19 10 0
0 19 11 0
0 19 12 0
0 19 13 0
0 19 14 0
0 19 15 0
1 10 0 0
1 10 1 0
1 10 2 0
1 10 3 0
1 10 4 0
1 10 5 0
1 10 6 0
1 10 7 0
1 10 8 0
1 10 9 0
1 10 10 0
1 10 11 0
1 10 12 0
1 10 13 0
1 10 14 0
1 10 15 0
1 11 0 0
1 11 1 0
1 11 2 0
1 11 3 0
1 11 4 0
1 11 5 0
1 11 6 0
1 11 7 0
1 11 8 0
1 11 9 0
1 11 10 0
1 11 11 0
1 11 12 0
1 11 13 0
1 11 14 0
1 11 15 0
1 12 0 0
1 12 1 0
1 12 2 0
1 12 3 0
1 12 4 0
1 12 5 0
1 12 6 0
1 12 7 0
1 12 8 0
1 12 9 0
1 12 10 0
1 12 11 0
1 12 12 0
1 12 13 0
1 12 14 0
1 12 15 0
1 13 0 0
1 13 1 0
1 13 2 0
1 13 3 0
1 13 4 0
1 13 5 0
1 13 6 0
1 13 7 0
1 13 8 0
1 13 9 0
1 13 10 0
1 13 11 0
1 13 12 0
1 13 13 0
1 13 14 0
1 13 15 0
1 14 0 0
1 14 1 0
1 14 2 0
1 14 3 0
1 14 4 0
1 14 5 0
1 14 6 0
1 14 7 0
1 14 8 0
1 14 9 0
1 14 10 0
1 14 11 0
1 14 12 0
1 14 13 0
1 14 14 0
1 14 15 0
1 15 0 0
1 15 1 0
1 15 2 0
1 15 3 0
1 15 4 0
1 15 5 0
1 15 6 0
1 15 7 0
1 15 8 0
1 15 9 0
1 15 10 0
1 15 11 0
1 15 12 0
1 15 13 0
1 15 14 0
1 15 15 0
1 16 0 0
1 16 1 0
1 16 2 0
1 16 3 0
1 16 4 0
1 16 5 0
1 16 6 0
1 16 7 0
1 16 8 0
1 16 9 0
1 16 10 0
1 16 11 0
1 16 12 0
1 16 13 0
1 16 14 0
1 16 15 0
1 17 0 0
1 17 1 0
1 17 2 0
1 17 3 0
1 17 4 0
1 17 5 0
1 17 6 0
1 17 7 0
1 17 8 0
1 17 9 0
1 17 10 0
1 17 11 0
1 17 12 0
1 17 13 0
1 17 14 0
1 17 15 0
1 18 0 0
1 18 1 0
1 18 2 0
1 18 3 0
1 18 4 0
1 18 5 0
1 18 6 0
1 18 7 0
1 18 8 0
1 18 9 0
1 18 10 0
1 18 11 0
1 18 12 0
1 18 13 0
1 18 14 0
1 18 15 0
1 19 0 0
1 19 1 0
1 19 2 0
1 19 3 0
1 19 4 0
1 19 5 0
1 19 6 0
1 19 7 0
1 19 8 0
1 19 9 0
1 19 10 0
1 19 11 0
1 19 12 0
1 19 13 0
1 19 14 0
1 19 15 0
2 10 0 0
2 10 1 0
2 10 2 0
2 10 3 0
2 10 4 0
2 10 5 0
2 10 6 0
2 10 7 0
2 10 8 0
2 10 9 0
2 10 10 0
2 10 11 0
2 10 12 0
2 10 13 0
2 10 14 0
2 10 15 0
2 11 0 0
2 11 1 0
2 11 2 0
2 11 3 0
2 11 4 0
2 11 5 0
2 11 6 0
2 11 7 0
2 11 8 0
2 11 9 0
2 11 10 0
2 11 11 0
2 11 12 0
2 11 13 0
2 11 14 0
2 11 15 0
2 12 0 0
2 12 1 0
2 12 2 0
2 12 3 0
2 12 4 0
2 12 5 0
2 12 6 0
2 12 7 0
2 12 8 0
2 12 9 0
2 12 10 0
2 12 11 0
2 12 12 0
2 12 13 0
2 12 14 0
2 12 15 0
2 13 0 0
2 13 1 0
2 13 2 0
2 13 3 0
2 13 4 0
2 13 5 0
2 13 6 0
2 13 7 0
2 13 8 0
2 13 9 0
2 13 10 0
2 13 11 0
2 13 12 0
2 13 13 0
2 13 14 0
2 13 15 0
2 14 0 0
2 14 1 0
2 14 2 0
2 14 3 0
2 14 4 0
2 14 5 0
2 14 6 0
2 14 7 0
2 14 8 0
2 14 9 0
2 14 10 0
2 14 11 0
2 14 12 0
2 14 13 0
2 14 14 0
2 14 15 0
2 15 0 0
2 15 1 0
2 15 2 0
2 15 3 0
2 15 4 0
2 15 5 0
2 15 6 0
2 15 7 0
2 15 8 0
2 15 9 0
2 15 10 0
2 15 11 0
2 15 12 0
2 15 13 0
2 15 14 0
2 15 15 0
2 16 0 0
2 16 1 0
2 16 2 0
2 16 3 0
2 16 4 0
2 16 5 0
2 16 6 0
2 16 7 0
2 16 8 0
2 16 9 0
2 16 10 0
2 16 11 0
2 16 12 0
2 16 13 0
2 16 14 0
2 16 15 0
2 17 0 0
2 17 1 0
2 17 2 0
2 17 3 0
2 17 4 0
2 17 5 0
2 17 6 0
2 17 7 0
2 17 8 0
2 17 9 0
2 17 10 0
2 17 11 0
2 17 12 0
2 17 13 0
2 17 14 0
2 17 15 0
2 18 0 0
2 18 1 0
2 18 2 0
2 18 3 0
2 18 4 0
2 18 5 0
2 18 6 0
2 18 7 0
2 18 8 0
2 18 9 0
2 18 10 0
2 18 11 0
2 18 12 0
2 18 13 0
2 18 14 0
2 18 15 0
2 19 0 0
2 19 1 0
2 19 2 0
2 19 3 0
2 19 4 0
2 19 5 0
2 19 6 0
2 19 7 0
2 19 8 0
2 19 9 0
2 19 10 0
2 19 11 0
2 19 12 0
2 19 13 0
2 19 14 0
2 19 15 0
3 10 0 0
3 10 1 0
3 10 2 0
3 10 3 0
3 10 4 0
3 10 5 0
3 10 6 0
3 10 7 0
3 10 8 0
3 10 9 0
3 10 10 0
3 10 11 0
3 10 12 0
3 10 13 0
3 10 14 0
3 10 15 0
3 11 0 0
3 11 1 0
3 11 2 0
3 11 3 0
3 11 4 0
3 11 5 0
3 11 6 0
3 11 7 0
3 11 8 0
3 11 9 0
3 11 10 0
3 11 11 0
3 11 12 0
3 11 13 0
3 11 14 0
3 11 15 0
3 12 0 0
3 12 1 0
3 12 2 0
3 12 3 0
3 12 4 0
3 12 5 0
3 12 6 0
3 12 7 0
3 12 8 0
3 12 9 0
3 12 10 0
3 12 11 0
3 12 12 0
3 12 13 0
3 12 14 0
3 12 15 0
3 13 0 0
3 13 1 0
3 13 2 0
3 13 3 0
3 13 4 0
3 13 5 0
3 13 6 0
3 13 7 0
3 13 8 0
3 13 9 0
3 13 10 0
3 13 11 0
3 13 12 0
3 13 13 0
3 13 14 0
3 13 15 0
3 14 0 0
3 14 1 0
3 14 2 0
3 14 3 0
3 14 4 0
3 14 5 0
3 14 6 0
3 14 7 0
3 14 8 0
3 14 9 0
3 14 10 0
3 14 11 0
3 14 12 0
3 14 13 0
3 14 14 0
3 14 15 0
3 15 0 0
3 15 1 0
3 15 2 0
3 15 3 0
3 15 4 0
3 15 5 0
3 15 6 0
3 15 7 0
3 15 8 0
3 15 9 0
3 15 10 0
3 15 11 0
3 15 12 0
3 15 13 0
3 15 14 0
3 15 15 0
3 16 0 0
3 16 1 0
3 16 2 0
3 16 3 0
3 16 4 0
3 16 5 0
3 16 6 0
3 16 7 0
3 16 8 0
3 16 9 0
3 16 10 0
3 16 11 0
3 16 12 0
3 16 13 0
3 16 14 0
3 16 15 0
3 17 0 0
3 17 1 0
3 17 2 0
3 17 3 0
3 17 4 0
3 17 5 0
3 17 6 0
3 17 7 0
3 17 8 0
3 17 9 0
3 17 10 0
3 17 11 0
3 17 12 0
3 17 13 0
3 17 14 0
3 17 15 0
3 18 0 0
3 18 1 0
3 18 2 0
3 18 3 0
3 18 4 0
3 18 5 0
3 18 6 0
3 18 7 0
3 18 8 0
3 18 9 0
3 18 10 0
3 18 11 0
3 18 12 0
3 18 13 0
3 18 14 0
3 18 15 0
3 19 0 0
3 19 1 0
3 19 2 0
3 19 3 0
3 19 4 0
3 19 5 0
3 19 6 0
3 19 7 0
3 19 8 0
3 19 9 0
3 19 10 0
3 19 11 0
3 19 12 0
3 19 13 0
3 19 14 0
3 19 15 0
4 10 0 0
4 10 1 0
4 10 2 0
4 10 3 0
4 10 4 0
4 10 5 0
4 10 6 0
4 10 7 0
4 10 8 0
4 10 9 0
4 10 10 0
4 10 11 0
4 10 12 0
4 10 13 0
4 10 14 0
4 10 15 0
4 11 0 0
4 11 1 0
4 11 2 0
4 11 3 0
4 11 4 0
4 11 5 0
4 11 6 0
4 11 7 0
4 11 8 0
4 11 9 0
4 11 10 0
4 11 11 0
4 11 12 0
4 11 13 0
4 11 14 0
4 11 15 0
4 12 0 0
4 12 1 0
4 12 2 0
4 12 3 0
4 12 4 0
4 12 5 0
4 12 6 0
4 12 7 0
4 12 8 0
4 12 9 0
4 12 10 0
4 12 11 0
4 12 12 0
4 12 13 0
4 12 14 0
4 12 15 0
4 13 0 0
4 13 1 0
4 13 2 0
4 13 3 0
4 13 4 0
4 13 5 0
4 13 6 0
4 13 7 0
4 13 8 0
4 13 9 0
4 13 10 0
4 13 11 0
4 13 12 0
4 13 13 0
4 13 14 0
4 13 15 0
4 14 0 0
4 14 1 0
4 14 2 0
4 14 3 0
4 14 4 0
4 14 5 0
4 14 6 0
4 14 7 0
4 14 8 0
4 14 9 0
4 14 10 0
4 14 11 0
4 14 12 0
4 14 13 0
4 14 14 0
4 14 15 0
4 15 0 0
4 15 1 0
4 15 2 0
4 15 3 0
4 15 4 0
4 15 5 0
4 15 6 0
4 15 7 0
4 15 8 0
4 15 9 0
4 15 10 0
4 15 11 0
4 15 12 0
4 15 13 0
4 15 14 0
4 15 15 0
4 16 0 0
4 16 1 0
4 16 2 0
4 16 3 0
4 16 4 0
4 16 5 0
4 16 6 0
4 16 7 0
4 16 8 0
4 16 9 0
4 16 10 0
4 16 11 0
4 16 12 0
4 16 13 0
4 16 14 0
4 16 15 0
4 17 0 0
4 17 1 0
4 17 2 0
4 17 3 0
4 17 4 0
4 17 5 0
4 17 6 0
4 17 7 0
4 17 8 0
4 17 9 0
4 17 10 0
4 17 11 0
4 17 12 0
4 17 13 0
4 17 14 0
4 17 15 0
4 18 0 0
4 18 1 0
4 18 2 0
4 18 3 0
4 18 4 0
